
609148056894853120, AmplifierAustin, 11 Jun 2015, 4:59 PM, "We'll be cheering the   w/ at  Fri. @ 7 for :  vs . Plus: Sno Cone Happy Hour! ", FIFAWWC USA SWE
607336154300620800, SueTrad, 6 Jun 2015, 4:59 PM, " scores    Good start!! Game", can FIFAWWC
607336145442209792, n8yager, 6 Jun 2015, 4:59 PM, " got lucky there ", CAN FIFAWWC
607336129675673600, grandmasterc, 6 Jun 2015, 4:59 PM, "Canada gets the win!!! Not the best game, but I'll definitely take the result. Way to go, ladies!    ", CAN FIFAWWC
607336112810561536, QuickLookBusy, 6 Jun 2015, 4:59 PM, " defence was tight. Great game ladies!! ", CHN FIFAWWC
607336106313420801, LittleMarsbar, 6 Jun 2015, 4:59 PM, "Christine Sinclair is a god. (Also Canada needs to play a wee bit better next game but it's cool.)  ", can fifawwc
607336094154301441, BummerOfGoats, 6 Jun 2015, 4:59 PM, "Canada wins! Great match and a great way to kick off the !  ", FIFAWWC CAN CHN
607336092413485057, Andrea_B9, 6 Jun 2015, 4:59 PM, "Get in.   ", CAN FIFAWWC
607336079864266752, BartimusPrime19, 6 Jun 2015, 4:59 PM, " wins the first match of the 2015 !!", CAN FIFAWWC
607336073979686912, whatahowler, 6 Jun 2015, 4:59 PM, "OOOOH CANADA!!! the home side gets a win in the  opener thanks to late game nerves of steel from captain .  ", FIFAWWC CAN CHN
607336073207803904, TSN1290Radio, 6 Jun 2015, 4:59 PM, " beats  1-0 in opening match of . Captain  with the PK at 90+2'.  face  on Thurs at 8pm CT on TSN 1290.", CAN CHN FIFAWWC NZL
607336068837457920, korfan12, 6 Jun 2015, 4:59 PM, " deserve full props for their excellent defending. It's  next for , while China will face . ", CHN NZL CAN NED FIFAWWC
607336064294883328, catzz00, 6 Jun 2015, 4:59 PM, " is over, so happy  got the win, a draw would just be so disappointing, time for  Go ", fifawwc can
607336050369957890, KevyBhoy79, 6 Jun 2015, 4:59 PM, "[WWCUP] CHN @ CAN, Final: 0 - 1
(via  )
    VS   ", CAN CHN FIFAWWC
607336004849160192, SimplySuvo92, 6 Jun 2015, 4:59 PM, "Very soft penalty to give  the get out of jail card. Not overly impressive by the hosts & much improvement needed. ", CAN FIFAWWC
607335997228089344, sayheysanjo, 6 Jun 2015, 4:59 PM, "Ah just stepped out.  won it! ", CAN FIFAWWC
607335995923570689, jt4702, 6 Jun 2015, 4:59 PM, "love that we won, but  needs to play better  ", CAN FIFAWWC
607335995265024001, brandnewloki, 6 Jun 2015, 4:59 PM, "Whoa you go ! :D ", CAN FIFAWWC
607335992350109697, chris_dee, 6 Jun 2015, 4:59 PM, "THE GOAL!!!!   ", FIFAWWC CAN
607335986348072960, LizFord_18, 6 Jun 2015, 4:59 PM, "Way to go Canada!!! Win on a penalty kick!  ", FIFAWWC CAN
607335975187038208, jennellard, 6 Jun 2015, 4:59 PM, "WOOOOOOOOOOOOOOOOOO!!!! Sinclair!!!   ", can FIFAWWC
608060936201584640, DaveyLugo, 8 Jun 2015, 4:59 PM, "1-1..tied game..Now this is getting interesting.!! Let's Go .!!!
  
 ", USA FIFAWWC
608060933517242368, Pinkkimmy1, 8 Jun 2015, 4:59 PM, "Wow game on  v   1-1 wow wow De Vanna   ", USA AUS FIFAWWC
608060928555401218, NaderHussein10, 8 Jun 2015, 4:59 PM, "27' FANTASTIC BALL MOVEMENT FROM AUSTRALIA GAVE LISA DE VANNA AN OPEN SHOT, AND SHE SLOTS IT HOME TO EQUALIZE!!!    ", AUS USA FIFAWWC
608060925451616258, Aloktomar416, 8 Jun 2015, 4:59 PM, "Dear god.  is in tough against either is these teams.  vs  ", aus FIFAWWC
608060922456895488, pizgab, 8 Jun 2015, 4:59 PM, "Golazo!!!    Had to be Lisa...", FIFAWWC AUS
608060922167459840, jwanj, 8 Jun 2015, 4:59 PM, "  has some fight in them. They will not roll over that easy. Its a tie  

", AUS USA FIFAWWC
608060922091995136, AsianAdidasGirl, 8 Jun 2015, 4:59 PM, "I blame  for the Australian goal since he's in San Diego w/  =P     ", USA FIFAWWC
608060920980471808, mic654, 8 Jun 2015, 4:59 PM, "Ok so anyone know when  plays ", GER FIFAWWC
608060912738697216, monty025, 8 Jun 2015, 4:59 PM, " defense is not good...   ", USA FIFAWWC
608060905750986753, HeraMag, 8 Jun 2015, 4:59 PM, "An incredible well deserved goal by De Vanna for , whose confidence coming into the Cup has been palpable.   ", AUS FIFAWWC
608060904287137792, gomvfc, 8 Jun 2015, 4:59 PM, "GOAL! 's Lisa De Vanna in her 100th appearance for !  1-1  at   ", USA AUS FIFAWWC
608060895076478978, xotrinamarie, 8 Jun 2015, 4:59 PM, "They left her wide open on that    ", FIFAWWC USA AUS
608060893088382977, MartinHajovsky, 8 Jun 2015, 4:59 PM, "Extremely well-deserved goal for  .  back line in disarray. Just a matter of time  ", AUS USA FIFAWWC
608060887694471168, stephensykes28, 8 Jun 2015, 4:59 PM, " passing is outstanding. Like the ball's on a string. Wow.  has got to break that up. ", AUS USA FIFAWWC
608060884003504128, ChrisAragon, 8 Jun 2015, 4:59 PM, "Man. That's string of  passes and the slip into the center of the box. Impressed. ", AUS FIFAWWC
608060883609206784, lukasziwanek, 8 Jun 2015, 4:59 PM, "GOOOOOOOOOOOOAAAAAAAALLLLLLLLLLLL!!!!!! 1:1! Epic match so far!   ", AUS USA FIFAWWC
608060882648756224, StillStacie, 8 Jun 2015, 4:59 PM, "Aww Come on  ! ", USA FIFAWWC
608060882082525185, gnikacire, 8 Jun 2015, 4:59 PM, "Defense help out yo girl Solo!! She was all alone :/   ", USA FIFAWWC
608060882082492416, NancyLilian, 8 Jun 2015, 4:59 PM, "What a monster  Super Goal!  ", AUS FIFAWWC
608060881629540352, Levi_V24, 8 Jun 2015, 4:59 PM, "Wasn't that amazing  RT : Amazing goal by  to tie the game.  ", AUS FIFAWWC
608423094752030722, gabebolton, 9 Jun 2015, 4:59 PM, "No doubt  got real robbed!   ", MEX FIFAWWC
608422974190948353, lilboon, 9 Jun 2015, 4:58 PM, "First time I've seen that call that disallowed  goal... I'm not sure if I like the call. Everybody went up together ", MEX FIFAWWC
608422968033705985, Moody523, 9 Jun 2015, 4:58 PM, "Formiga from  scores against  and ends the first half 1-0 in  action.", BRA KOR FIFAWWC
608422913797189632, ADBravesfan, 9 Jun 2015, 4:58 PM, "I don't see a foul  got robbed once again at a World Cup  ", MEX FIFAWWC
608422673782292480, zachschurmann, 9 Jun 2015, 4:57 PM, "Five-time FIFA Women's POTY Marta tells  what bringing the  to  would mean to her: ", FIFAWWC BRA
608422457012293632, amyschlueter, 9 Jun 2015, 4:56 PM, " WAS ROBBED!!!!!   ", MEX FIFAWWC
608422401211310080, eatmyshortshood, 9 Jun 2015, 4:56 PM, "CANT BELUEVE THAT  GOAL ", BRA FIFAWWC
608422287973474304, CamelliaSen, 9 Jun 2015, 4:55 PM, " vs  had 3.311 mil viewers on . Most-watched  group stage and largest ever for soccer match in network history.", USA AUS FIFAWWC
608422093340995585, becpowell85, 9 Jun 2015, 4:55 PM, " show us ur shiner     ", ENG FIFAWWC
607698405863784448, CochraneMelissa, 7 Jun 2015, 4:59 PM, "In Toronto, waiting for my flight to Winnipeg. To hype for the .  ", FIFAWWC USA
607697789892444161, mar_mar2424, 7 Jun 2015, 4:56 PM, "USWNT bus.....   ", FIFAWWC USA
607697209073627136, TheWomensGame, 7 Jun 2015, 4:54 PM, "24 hours to go! Are you ready?     ", FIFAWWC USA AUS
607696989841539074, ev22carter, 7 Jun 2015, 4:53 PM, " for . Goal ", CAN FIFAWWC
607696627147538432, TKBryant, 7 Jun 2015, 4:52 PM, "I knew  would throttle , but I didn't imagine this much of one. So jealous of  fans in .  ", GER CIV FIFAWWC
607695998920626176, taymayne, 7 Jun 2015, 4:49 PM, "So excited for the  game tomorrow! ", USA FIFAWWC
607695242456907777, JorgeAMondaca, 7 Jun 2015, 4:46 PM, "Jorge Andres Mondaca retweeted Martin RogersRead this before tomorrow's   game  Jorge Andres Mondaca added,", USA FIFAWWC
607694960540839936, natepoindexter, 7 Jun 2015, 4:45 PM, " congratulations on the hat trick in your game against  ", CIV FIFAWWC
607694886742032384, TomRBlike, 7 Jun 2015, 4:45 PM, "Tom Bell retweeted Simpsons ScreensStaj tonight.   Tom Bell added,", FIFAWWC aus
607694246414385152, jetherojl, 7 Jun 2015, 4:42 PM, "Less than 24 hours until the  doubleheader at  for  v.  and   v. !", FIFAWWC CMR ECU JPN SUI
607693319741829120, WosoPitchReport, 7 Jun 2015, 4:39 PM, "Does Alex Morgan see playing time tomorrow?
  

Favorite for no not yet give her more time 

Retweet  yes, hell yes! please!", FIFAWWC USA
607692951997652992, TFCHooligan69, 7 Jun 2015, 4:37 PM, " Found Friday's newspaper at a Subway. I checked out the  feature while eating. Pretty cool stuff. ", FIFAWWC CAN
607692746640363520, clncrwfd, 7 Jun 2015, 4:36 PM, "I had a really excellent weekend in Ottawa, culminating in seeing  vs  &  vs  at the !", NOR THA GER CIV FIFAWWC
607692586141270016, peanutgirl5, 7 Jun 2015, 4:36 PM, "Can't wait to watch USA vs. Australia tomorrow. High hopes for the USA team.     Lets go USA!", FIFAWWC USA
607692409674199040, ervinTE, 7 Jun 2015, 4:35 PM, " won 10-0. Who'd they play,  men's team? ", GER BRA FIFAWWC
607692244657782784, MC_Bousquette, 7 Jun 2015, 4:34 PM, "MC Bousquette retweeted Dave Martinez24 HOURS until  kicks off the  against ! 

Check out my preview on  here:

MC Bousquette added,", FIFAWWC AUS
607692173895593984, punyathat, 7 Jun 2015, 4:34 PM, "Win or lose we don't care. Fight!  ", THA FIFAWWC
607692016349290496, BigBrain61, 7 Jun 2015, 4:34 PM, "Good on  for only holding  to a touchdown and a field goal.  ", CIV GER FIFAWWC
609510490558087168, seandots, 12 Jun 2015, 4:59 PM, "LETS GO    ", USA SWE FIFAWWC
609510484220489729, Filmmaker5555, 12 Jun 2015, 4:59 PM, "Game time!!!   ", USA FIFAWWC
609510483650023424, JockTalkTV14, 12 Jun 2015, 4:59 PM, "Can  punch their ticket to the knockout round?  We shall find out as they try to take down former coach Pia Sundhage and  ", USA SWE FIFAWWC
609510480101703681, jilob18, 12 Jun 2015, 4:59 PM, "Let's go   ", USA FIFAWWC
609510477228474369, smargrave16, 12 Jun 2015, 4:59 PM, "Lets go USA!!!   ", FIFAWWC USA
609510474359570432, Thee_LB53, 12 Jun 2015, 4:59 PM, "LET'S GO !THIS IS YOUR TIME!LET'S GET THIS VICTORY!
      ", FIFAWWC USA
610597625738457089, WorldClassUWCSP, 15 Jun 2015, 4:59 PM, "GOAL!!!  

 0 - (1) 

Rebekah Stott scores the opener in the 28' and may have given NZL the goal they need to advance", FIFAWWC CHN NZL
610597625428082688, TFCLeafnation, 15 Jun 2015, 4:59 PM, "Fortunate there    v      !!! ", CAN NED FIFAWWC CAN
610597610177581056, rcattry, 15 Jun 2015, 4:59 PM, " with their first goal of the !!", NZL FIFAWWC
610597609779122178, RV_ETSports, 15 Jun 2015, 4:59 PM, "bad news for  as  take 1-0 lead on  - as it stands  1st,  2nd,  3rd,  4th ", NED NZL CHN CAN NZL CHN NED FIFAWWC
610597562274476033, RaidAli13, 15 Jun 2015, 4:59 PM, " leads  1-0.  ", NZL CHN FIFAWWC
610597546273165312, whatahowler, 15 Jun 2015, 4:59 PM, "The drought is over for ! Group A's final day is a cracker! ", NZL FIFAWWC
610597542653521920, tech_pearce, 15 Jun 2015, 4:59 PM, " live at 2100 BST:   v   v   Coverage details:  ", FIFAWWC THA GER CIV NOR
610597526916464641, hopechaser11, 15 Jun 2015, 4:59 PM, "Brilliant capitalization by Stott to give  their 1st goal at this  ! ", NZL FIFAWWC
610597522927677440, MitchPeacock1, 15 Jun 2015, 4:59 PM, "Kiwis on top. Stott buries a loose ball off a corner kick in the 28'.  1-0 .  ", NZL CHN FIFAWWC
610597522466336768, zachschurmann, 15 Jun 2015, 4:59 PM, "GOAL, ! Stott gives the Football Ferns the 1-0 lead!  ", NZL FIFAWWC
610597509711400960, samfic96, 15 Jun 2015, 4:59 PM, "That's 's first goal of . If scores stands, they will be the runner-up in Group A.  needs to get result if  wins.", NZL FIFAWWC NED NZL
610597497921236992, JQStar, 15 Jun 2015, 4:59 PM, "Our  wrote abt childhood pals Kadeisha Buchanan and Ashley Lawrence (who scored  goal v .)  ", can ned FIFAWWC
610597485401149440, alanajohnson25, 15 Jun 2015, 4:59 PM, "Gooooaaallll New Zealand!!!! Thank you Rebekah Stott!!   ", NZL CHN FIFAWWC
610597463074938880, SpotKickUK, 15 Jun 2015, 4:59 PM, "Goal! New Zealand - Stott.
 0-1 
", CHN NZL FIFAWWC
610597457676906498, sluggahjells, 15 Jun 2015, 4:59 PM, "Young Rebekah Stott gives  a breakthrough finally....1-0 to them  ", Nzl FIFAWWC
610597444011827201, zachschurmann, 15 Jun 2015, 4:59 PM, "28' GOAL! China PR 0-1 New Zealand (Stott scores!)   ", CHN NZL FIFAWWC
